"ProfileTypeId","ConstId","ConstName","ConstCat","ConstVal","ConstString","ConstDesc"
"1","1","OptBitInst                                                      ","I","33","","Defines the path length to check (or set) bit map given a row ID. Value in instructions/operation."
"1","2","OptBMAndRowInst                                                 ","I","98500","","Defines the path length to AND two bit maps, each the size of a single bitmap row. Current size of bitmap row is 16KB. Value in instructions/operation."
"1","3","OptCharFieldInst                                                ","I","261","","Defines the path length to build a one character field. Value in instructions/field."
"1","4","OptIndexBlockSize                                               ","I","49152","","Assumed block size for index subtable IOs. Value is in bytes."
"1","5","OptMaxBldKeySize                                                ","I","1000","","Defines the maximum size of a key that can be built for a nested join. Value is in bytes."
"1","6","OptMaxRowIdSIndex                                               ","I","8030","","Defines the average number of row ids in a secondary index row."
"1","7","OptNumFieldInst                                                 ","I","37","","Defines the path length to build one numeric field. Value in instructions/field."
"1","8","OptOutputRowInst                                                ","I","1641","","Defines the path length of the overhead to build an output row. Value in instructions/row."
"1","9","OptOvhdOfRowCompInst                                            ","I","242","","Defines the path length of the row comparison overhead during sorting. Value in instructions/operation."
"1","10","OptRedistributeInst                                             ","I","73389","","Defines the path length for redistributing a row. Value in instructions/row."
"1","11","OptRowAccessInst                                                ","I","409","","Defines the path length for accessing a row in memory. Value in instructions/row."
"1","12","OptRowIdInst                                                    ","I","27139","","Defines the path length for accessing a row thru a RowID list. Value in instructions/row."
"1","13","OptRowidSize                                                    ","I","12","","Defines the size of each entry in a RowID list. Value is in bytes"
"1","14","OptSpoolBlockSize                                               ","I","131072","","Assumed block size for spool file IOs. Value is in bytes."
"1","15","OptSynonymInst                                                  ","I","27139","","Defines the path length for accessing a row by using an index. Value in instructions/synonym/row."
"1","16","OptTableBlockSize                                               ","I","49152","","Assumed block size for table IOs. Value is in bytes."
"1","17","ArrayRead4k                                                     ","I","1120","","Disk array access rate, number of 4k (bytes) block reads per second."
"1","18","ArrayRead8k                                                     ","I","1020","","Disk array access rate, number of 8k (bytes) block reads per second."
"1","19","ArrayRead16k                                                    ","I","920","","Disk array access rate, number of 16k (bytes) block reads per second."
"1","20","ArrayRead32k                                                    ","I","775","","Disk array access rate, number of 32k (bytes) block reads per second."
"1","21","ArrayRead64k                                                    ","I","540","","Disk array access rate, number of 64k (bytes) block reads per second."
"1","22","ArrayRead128k                                                   ","I","325","","Disk array access rate, number of 128k (bytes) block reads per second."
"1","23","ArrayWrite4k                                                    ","I","740","","Disk array access rate, number of 4k (bytes) block writes per second."
"1","24","ArrayWrite8k                                                    ","I","650","","Disk array access rate, number of 8k (bytes) block writes per second."
"1","25","ArrayWrite16k                                                   ","I","560","","Disk array access rate, number of 16k (bytes) block writes per second."
"1","26","ArrayWrite32k                                                   ","I","445","","Disk array access rate, number of 32k (bytes) block writes per second."
"1","27","ArrayWrite64k                                                   ","I","290","","Disk array access rate, number of 64k (bytes) block writes per second."
"1","28","ArrayWrite128k                                                  ","I","170","","Disk array access rate, number of 128k (bytes) block writes per second."
"1","29","Mono0Bytes                                                      ","I","100000","","Network access rate, number of 0 byte messages to a single node per second."
"1","30","Mono100Bytes                                                    ","I","91220","","Network access rate, number of 100 byte messages to a single node per second."
"1","31","Mono400Bytes                                                    ","I","72201","","Network access rate, number of 400 byte messages to a single node per second."
"1","32","Mono1600Bytes                                                   ","I","39369","","Network access rate, number of 1600 byte messages to a single node per second."
"1","33","Mono6400Bytes                                                   ","I","13966","","Network access rate, number of 6400 byte messages to a single node per second."
"1","34","Mono25600Bytes                                                  ","I","3900","","Network access rate, number of 25600 byte messages to a single node per second."
"1","35","Multi0Bytes                                                     ","I","100000","","Network access rate, number of 0 byte messages to multiple nodes (broadcast) per second."
"1","36","Multi100Bytes                                                   ","I","91220","","Network access rate, number of 100 byte messages to multiple nodes (broadcast) per second."
"1","37","Multi400Bytes                                                   ","I","72201","","Network access rate, number of 400 byte messages to multiple nodes (broadcast) per second."
"1","38","Multi1600Bytes                                                  ","I","39369","","Network access rate, number of 1600 byte messages to multiple nodes (broadcast) per second."
"1","39","Multi6400Bytes                                                  ","I","13966","","Network access rate, number of 6400 byte messages to multiple nodes (broadcast) per second."
"1","40","Multi25600Bytes                                                 ","I","3900","","Network access rate, number of 25600 byte messages to multiple nodes (broadcast) per second."
"1","41","OptRowAccessCost                                                ","C","","","The CPU cost of accessing a row in memory. Estimated number of milliseconds."
"1","42","OptOutputRowCost                                                ","C","","","The CPU overhead cost for building an output row. Estimated number of milliseconds."
"1","43","OptRedistributeCost                                             ","C","","","The CPU cost of redistributing a row. Estimated number of milliseconds."
"1","44","OptSynonymCost                                                  ","C","","","The CPU cost of accessing a row by using an index. Estimated number of milliseconds."
"1","45","OptRowIDCost                                                    ","C","","","The CPU cost of accessing a row thru a RowID list. Estimated number of milliseconds."
"1","46","OptBMAndRowCost                                                 ","C","","","The CPU cost to AND two bit map rows of 16KB each. The bitmap consists of multiple bitmap rows. Estimated number of milliseconds."
"1","47","OptBitCost                                                      ","C","","","The CPU cost to check or set bit map given a row ID. Estimated number of milliseconds."
"1","48","OptCharFieldCost                                                ","C","","","The CPU cost of building a one character field. Estimated number of milliseconds."
"1","49","OptNumFieldCost                                                 ","C","","","The CPU cost of building a single numeric field. Estimated number of milliseconds."
"1","50","OptOvhdOfRowCompCost                                            ","C","","","The CPU cost of a sort row comparison. Estimated number of milliseconds."
"1","51","OptBMWriteRowCost                                               ","C","","","The IO cost to write and then read a bit map row of 16KB to the spool. Estimated number of milliseconds."
"1","52","OptTableReadRate                                                ","C","","","Disk array read access rate for a table. Number of table block reads per second at assumed block size."
"1","53","OptSpoolReadRate                                                ","C","","","Disk array read access rate for a spool. Number of spool block reads per second at assumed block size."
"1","54","OptIndexReadRate                                                ","C","","","Disk array read access rate for an index. Number of index block reads per second at assumed block size."
"1","55","OptTableWriteRate                                               ","C","","","Disk array write access rate for a table. Number of table block writes per second at assumed block size."
"1","56","OptSpoolWriteRate                                               ","C","","","Disk array write access rate for a spool. Number of spool block writes per second at assumed block size."
"1","57","OptIndexWriteRate                                               ","C","","","Disk array write access rate for an index. Number of index block writes per second at assumed block size."
"1","58","OptByNetRedOvhd                                                 ","C","","","Defines the network row redistribution overhead cost, point-to-point message. Estimated number of milliseconds."
"1","59","OptByNetRedCost                                                 ","C","","","Defines the network row redistribution cost per byte, point-to-point message. Estimated number of milliseconds."
"1","60","OptByNetDupOvhd                                                 ","C","","","Defines the network row duplication overhead cost,  broadcast message. Estimated number of milliseconds."
"1","61","OptByNetDupCost                                                 ","C","","","Defines the network row duplication cost per byte,  broadcast message. Estimated number of milliseconds."
"1","62","OptCPUWeight                                                    ","I","1","","CPU cost weighting factor, 1.0 is normal. Larger values increase this factor's weight relative to others at 1.0."
"1","63","OptIOWeight                                                     ","I","1","","IO cost weighting factor, 1.0 is normal. Larger values increase this factor's weight relative to others at 1.0."
"1","64","OptNetWeight                                                    ","I","1","","Network cost weighting factor, 1.0 is normal. Larger values increase this factor's weight relative to others at 1.0."
"1","65","ApplySpoolLimit                                                 ","I","0","","Apply spool space limit heuristics? 0=No, 1=Yes"
"1","66","UseActualBlockSize                                              ","I","0","","Use actual block size for IO cost? 0=No, 1=Yes"
"1","67","NumMipsPerCpu                                                   ","I","14","","CPU MIPS (million Cost instructions per second) rating"
"1","68","NumCpusPerNode                                                  ","I","4","","Number of CPUs per node"
"1","69","NumAmpsPerNode                                                  ","I","15","","Number of AMPs per node"
"1","70","NumNodesPerClique                                               ","I","2","","Number of nodes per clique"
"1","71","NumArrayPerClique                                               ","I","1","","Number of disk arrays per clique "
"1","72","NumNodesTotal                                                   ","I","2","","Number of nodes in the (TPA) system"
"1","73","SpoolLimitPercent                                               ","I","100","","Percent of User Allocated Spool Space that is excessive. In units of 1%."
"1","74","NumNodesPerDiskArray                                            ","C","","","Number of nodes per disk array"
"1","75","CPUScale                                                        ","C","","","Conversion factor from path length to path time in milliseconds"
"1","76","DAScale                                                         ","C","","","Conversion factor from array throughput to per-node array throughput"
"1","77","NumAmpsPerCPU                                                   ","C","","","Number of AMPs per CPU"
"1","3002","GroupAMPPISampling                                              ","I","0","","Determines the number of AMPs to be sampled for getting row estimates of a table. \n  0 (default) - Single AMP sampling \n  2 .. 4      - Two AMP sampling \n  5           - Five AMP sampling \n  6           - Node level sampling \n  7           - All AMP sampling \n  Used only when RevertEstimationLogic == 0 \n"
"1","3003","LegacyJoinCardDefault                                           ","I","1","","Enable legacy join cardinality default when no demographics on join columns \nare available. \n  0           - Use new cardinality formulas. \n  1 (default) - Fall back to legacy formulas. \n"
"1","3004","LIKEEstPartialIntRatio                                          ","I","0.5","","The default ratio for calculating the rows selected  in a partially covered \ninterval by LIKE predicates of ""abc%""- pattern. \n  Valid Range: 0 - 1 \n  Default: 0.5 \n"
"1","3005","RASHistDeviationPct                                             ","I","10","","Determines the allowable percentage deviation between Random AMP Sample (RAS) \nand statistics histogram.  If the deviation exceeds this value, then statistics \nare assumed to be stale and are overridden by RAS. However, Histgrams are still \nused for selectivity estimations and the estimations gets extrapolated. \n  Valid Range: >= 0 \n  Default: 10 \nSetting this to 0 causes RAS to bypass the Histogram all the time.  Used only when \nRevertEstimationLogic == 0 and (ExtrapolateStatistics == 0 or  \nExtrapolateStatistics == 2). \n"
"1","3006","RevertEstimationLogic                                           ","I","1","","Flag to revert to pre-12.0 cardinality/selectivity estimation logic \n  0           - Use new cardinality/selectivity estimation logic \n  1 (default) - Use pre-12.0 cardinality/selectivity estimation logic \n"
"1","3008","ConstrScanAxPath                                                ","I","1","","Controls enabling/disabling the new constraint scan access path. \n  0           - Enable for aggregation only \n  1 (default) - Disable. \n  2           - Enable for aggregation and retrieval (not available yet) \n  Used only when RevertEstimationLogic == 0 \n"
"1","3009","ocsDebug                                                        ","I","1","","Determines the action to be taken if optimizer sanity checks of demographic or costing \ninformation fails: \n  0           - Quiet mode.  Fall back to default demographic or cost value. \n  1           - Parser crash with snapshot dump. \n  2 (default) - Log occurance in the event log and fall back to default value. \n  3           - First 2 occurances, generate a snapshot dump and log all occurance \n                in the event log and fall back to default value. \n"
